User ID,Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests
893,55-64,Male,Urban,Mandarin,Technical,3832,273,Desktop Only,2.2,2.7,0.043,0.074,50,40k-60k,Fitness and Wellness
894,25-34,Male,Rural,Spanish,High School,2383,106,Mobile Only,1.6,6.7,0.065,0.074,142,20k-40k,"Software Engineering, Fitness and Wellness, Fashion Modelling"
895,45-54,Female,Suburban,English,High School,9621,126,Tablet,4.7,2.5,0.124,0.025,36,60k-80k,"Gaming, Software Engineering"
896,25-34,Female,Suburban,English,PhD,8769,208,Mobile + Desktop,2.8,2.7,0.105,0.083,101,0-20k,"Gaming, Investing and Finance, Pet Care, Music Production"
897,25-34,Male,Suburban,Hindi,Bachelor,7098,329,Mobile + Desktop,0.6,1.9,0.195,0.041,168,0-20k,"Eco-Friendly Living, Gourmet Cooking, Fitness and Wellness, Software Engineering"
898,55-64,Male,Urban,Spanish,Master,5513,495,Mobile + Desktop,0.6,6.0,0.184,0.096,160,60k-80k,"Fitness and Wellness, Photography, Fashion Modelling"
899,18-24,Female,Suburban,Spanish,Technical,1369,30,Mobile + Desktop,4.9,1.5,0.144,0.008,148,40k-60k,Fitness and Wellness
900,18-24,Male,Urban,Spanish,Bachelor,7968,209,Mobile + Desktop,1.5,3.3,0.206,0.044,20,20k-40k,"Gardening, DIY Crafts, Data Science, Investing and Finance"
901,25-34,Female,Urban,Hindi,Technical,2703,380,Mobile Only,4.1,3.0,0.141,0.056,22,100k+,"Fitness and Wellness, Pet Care"
902,18-24,Male,Suburban,Hindi,High School,6061,456,Tablet,0.8,4.9,0.241,0.041,140,20k-40k,"Gardening, Eco-Friendly Living, Music Production"
903,25-34,Female,Suburban,Hindi,PhD,9761,350,Mobile + Desktop,4.6,6.1,0.054,0.021,79,60k-80k,Photography
904,35-44,Male,Rural,Hindi,PhD,8669,457,Tablet,4.4,4.7,0.179,0.059,5,60k-80k,Reading and Literature
905,35-44,Male,Rural,Hindi,Master,7657,257,Desktop Only,3.1,7.5,0.092,0.076,129,100k+,"Music Production, Fitness and Wellness"
906,55-64,Male,Suburban,Mandarin,PhD,1780,285,Mobile + Desktop,0.5,7.7,0.07,0.064,42,20k-40k,"Eco-Friendly Living, Travel and Adventure, Digital Marketing"
907,55-64,Female,Urban,Mandarin,High School,8533,273,Mobile + Desktop,1.7,3.5,0.045,0.023,49,0-20k,"Pet Care, Music Production, Data Science"
908,25-34,Female,Urban,Spanish,Master,9211,67,Tablet,2.3,6.4,0.138,0.073,85,20k-40k,"Gardening, Gaming, Digital Marketing, Photography"
909,25-34,Female,Urban,English,Bachelor,5782,311,Mobile + Desktop,2.6,6.2,0.054,0.026,133,40k-60k,Gourmet Cooking
910,25-34,Female,Urban,Spanish,PhD,8184,40,Mobile + Desktop,1.8,7.3,0.05,0.018,36,20k-40k,Pet Care
911,35-44,Male,Urban,English,Master,5467,258,Mobile + Desktop,0.6,4.1,0.248,0.069,140,100k+,"Eco-Friendly Living, Reading and Literature, Music Production"
912,25-34,Female,Rural,Hindi,High School,169,102,Mobile Only,3.2,4.7,0.2,0.084,122,60k-80k,"Gaming, DIY Crafts, Gardening, Eco-Friendly Living"
913,45-54,Female,Suburban,English,Technical,4024,274,Mobile Only,2.9,3.9,0.187,0.048,44,60k-80k,"Gourmet Cooking, Gaming, Fashion Modelling, DIY Crafts"
914,35-44,Male,Rural,Spanish,Technical,6300,280,Mobile + Desktop,1.8,7.0,0.199,0.053,78,20k-40k,"Investing and Finance, Music Production, Fitness and Wellness, Fashion Modelling"
915,35-44,Male,Urban,Spanish,High School,2107,103,Mobile Only,0.7,2.6,0.242,0.03,115,80k-100k,"DIY Crafts, Gourmet Cooking, Fitness and Wellness"
916,35-44,Male,Urban,English,High School,9092,163,Desktop Only,5.0,2.7,0.143,0.049,107,60k-80k,"Music Production, Fashion Modelling, Pet Care, Photography"
917,25-34,Female,Urban,Mandarin,Technical,8219,403,Mobile + Desktop,2.7,3.6,0.055,0.013,107,40k-60k,"Gourmet Cooking, Investing and Finance, Fashion Modelling"
918,55-64,Male,Urban,Hindi,Master,2879,294,Desktop Only,3.9,2.6,0.216,0.096,78,0-20k,"Investing and Finance, Gourmet Cooking, Fashion Modelling"
919,45-54,Male,Suburban,Hindi,Technical,5020,89,Tablet,2.5,4.9,0.186,0.08,168,0-20k,"Pet Care, Photography, Gaming, Data Science"
920,18-24,Male,Urban,Spanish,High School,855,301,Desktop Only,0.7,1.9,0.104,0.067,118,80k-100k,"Reading and Literature, Travel and Adventure"
921,55-64,Male,Suburban,Mandarin,PhD,6595,93,Tablet,1.9,3.2,0.118,0.054,127,20k-40k,"Digital Marketing, Travel and Adventure"
922,35-44,Male,Urban,English,Bachelor,6035,374,Mobile + Desktop,1.9,7.4,0.103,0.079,61,80k-100k,"Investing and Finance, DIY Crafts"
923,55-64,Female,Suburban,Hindi,PhD,9613,383,Tablet,4.3,3.9,0.232,0.049,78,40k-60k,"Eco-Friendly Living, Photography, Music Production"
924,45-54,Male,Rural,Mandarin,PhD,2430,46,Tablet,3.4,6.2,0.086,0.03,87,80k-100k,DIY Crafts
925,35-44,Male,Urban,Hindi,High School,5805,351,Desktop Only,1.7,1.8,0.241,0.016,177,80k-100k,"Digital Marketing, Reading and Literature, Investing and Finance, Software Engineering"
926,18-24,Female,Suburban,Mandarin,Technical,8401,336,Desktop Only,4.9,2.7,0.228,0.065,83,100k+,"Data Science, DIY Crafts"
927,25-34,Female,Rural,Mandarin,Master,1116,416,Desktop Only,1.9,6.7,0.158,0.093,134,40k-60k,"Pet Care, Gardening, Music Production, Software Engineering"
928,35-44,Male,Urban,Spanish,PhD,7447,434,Mobile + Desktop,5.0,6.3,0.145,0.015,97,0-20k,"Software Engineering, Reading and Literature, Fashion Modelling, DIY Crafts"
929,45-54,Female,Urban,Hindi,Technical,8316,241,Mobile + Desktop,5.0,3.7,0.093,0.018,54,40k-60k,"Gardening, Photography, Eco-Friendly Living, Pet Care"
930,25-34,Female,Urban,English,Master,5038,102,Desktop Only,1.4,7.7,0.005,0.043,33,20k-40k,"Gardening, Eco-Friendly Living"
931,18-24,Female,Suburban,Spanish,PhD,2938,345,Mobile + Desktop,1.9,7.4,0.032,0.081,85,100k+,"DIY Crafts, Photography, Eco-Friendly Living, Data Science"
932,55-64,Male,Suburban,Spanish,Master,837,111,Mobile + Desktop,2.7,7.7,0.189,0.029,14,100k+,"Digital Marketing, Reading and Literature"
933,65+,Female,Rural,English,Technical,6300,421,Tablet,3.5,4.0,0.118,0.025,159,100k+,Gourmet Cooking
934,35-44,Female,Suburban,Spanish,Bachelor,8471,441,Tablet,2.9,2.4,0.037,0.062,121,100k+,"Music Production, Gaming, Fitness and Wellness"
935,25-34,Male,Suburban,Mandarin,Technical,331,175,Desktop Only,4.9,5.4,0.066,0.054,147,100k+,"Software Engineering, Digital Marketing"
936,25-34,Female,Urban,Mandarin,High School,2017,168,Mobile + Desktop,3.8,5.8,0.237,0.006,64,0-20k,"Gardening, Data Science"
937,18-24,Female,Urban,Hindi,Master,8634,23,Tablet,1.5,1.9,0.092,0.008,163,20k-40k,"Eco-Friendly Living, Software Engineering"
938,55-64,Male,Urban,Hindi,Bachelor,6018,382,Mobile Only,1.0,6.5,0.227,0.064,153,100k+,"Investing and Finance, Music Production"
939,18-24,Female,Urban,English,Master,2723,234,Mobile + Desktop,3.6,1.1,0.076,0.047,64,40k-60k,"Reading and Literature, Gaming"
940,35-44,Female,Urban,Hindi,Master,8746,82,Mobile Only,1.2,4.4,0.136,0.097,62,40k-60k,"Gourmet Cooking, Photography, Eco-Friendly Living"
941,25-34,Female,Urban,Mandarin,PhD,6501,258,Desktop Only,4.0,3.3,0.005,0.068,173,100k+,"Gardening, Fitness and Wellness"
942,35-44,Female,Urban,English,High School,7172,100,Mobile + Desktop,1.9,6.2,0.13,0.001,178,20k-40k,"Gardening, Pet Care, Software Engineering"
943,45-54,Male,Rural,English,Master,2376,225,Desktop Only,2.0,3.2,0.159,0.048,49,40k-60k,"DIY Crafts, Music Production, Photography, Pet Care"
944,55-64,Female,Rural,Hindi,Technical,7493,470,Desktop Only,0.5,6.8,0.059,0.041,128,60k-80k,"Data Science, Investing and Finance"
945,25-34,Female,Rural,Mandarin,Technical,8887,99,Desktop Only,3.7,5.2,0.145,0.011,30,60k-80k,Gardening
946,18-24,Female,Rural,English,PhD,3974,38,Desktop Only,1.0,6.6,0.162,0.092,106,80k-100k,Digital Marketing
947,18-24,Male,Urban,Mandarin,High School,4630,444,Desktop Only,4.0,7.9,0.172,0.081,55,40k-60k,"Data Science, Fashion Modelling, Pet Care, Gardening"
948,55-64,Female,Rural,Mandarin,High School,7264,314,Mobile + Desktop,2.7,5.8,0.194,0.023,168,60k-80k,Music Production
949,55-64,Female,Urban,Mandarin,Technical,4597,436,Mobile Only,4.0,7.9,0.078,0.026,56,60k-80k,"Fitness and Wellness, Eco-Friendly Living"
950,35-44,Male,Rural,Hindi,Bachelor,8033,485,Mobile + Desktop,3.1,1.2,0.142,0.003,55,40k-60k,"Fitness and Wellness, Gaming, Gourmet Cooking"
951,45-54,Male,Suburban,Spanish,PhD,2235,229,Mobile + Desktop,0.9,3.4,0.245,0.03,135,20k-40k,"Music Production, Pet Care, Investing and Finance"
952,45-54,Male,Rural,Spanish,PhD,6827,337,Mobile + Desktop,3.9,1.8,0.225,0.058,18,100k+,"Investing and Finance, Gourmet Cooking, Travel and Adventure, Fashion Modelling"
953,25-34,Male,Rural,English,Technical,1665,224,Tablet,0.8,2.8,0.238,0.042,5,100k+,"Gourmet Cooking, Software Engineering, Reading and Literature"
954,55-64,Female,Urban,Mandarin,Technical,408,230,Tablet,2.7,6.9,0.097,0.097,149,20k-40k,"Gaming, Investing and Finance, Music Production"
955,35-44,Female,Rural,Hindi,Bachelor,8634,398,Mobile + Desktop,1.3,1.2,0.197,0.006,18,20k-40k,"Pet Care, Gaming"
956,25-34,Male,Suburban,Mandarin,Bachelor,8727,51,Mobile Only,3.9,4.6,0.155,0.059,85,100k+,"Gaming, Gardening, Software Engineering"
957,35-44,Male,Urban,Mandarin,High School,8468,144,Mobile + Desktop,4.6,5.0,0.021,0.086,7,60k-80k,Digital Marketing
958,18-24,Male,Urban,Hindi,PhD,238,51,Desktop Only,3.0,4.9,0.206,0.048,102,40k-60k,"Travel and Adventure, Fashion Modelling, Gaming, Digital Marketing"
959,25-34,Male,Rural,Spanish,PhD,293,173,Tablet,2.9,4.3,0.169,0.0,44,80k-100k,"Travel and Adventure, Music Production, Gaming"
960,45-54,Female,Urban,Mandarin,Technical,3357,370,Tablet,3.9,6.5,0.05,0.024,93,40k-60k,Gaming
961,18-24,Female,Urban,Mandarin,High School,3335,292,Mobile + Desktop,0.5,1.9,0.02,0.032,129,20k-40k,"Pet Care, Travel and Adventure, Software Engineering, Data Science"
962,45-54,Male,Urban,Spanish,PhD,1042,67,Mobile + Desktop,4.6,3.2,0.209,0.097,166,40k-60k,"Gourmet Cooking, Investing and Finance"
963,25-34,Male,Urban,Hindi,High School,4720,311,Mobile Only,1.4,5.3,0.02,0.091,99,40k-60k,"Gaming, Gourmet Cooking, Software Engineering, Data Science"
964,25-34,Male,Urban,English,High School,5820,331,Mobile Only,4.9,5.8,0.023,0.095,13,40k-60k,"Fitness and Wellness, Gaming, Pet Care, Music Production"
965,25-34,Female,Urban,Spanish,Technical,6453,34,Desktop Only,3.8,3.8,0.107,0.083,98,100k+,Gourmet Cooking
966,25-34,Male,Suburban,English,High School,5057,82,Mobile + Desktop,4.0,7.1,0.034,0.035,88,20k-40k,"DIY Crafts, Fashion Modelling, Eco-Friendly Living, Software Engineering"
967,45-54,Male,Rural,English,Bachelor,9245,382,Mobile + Desktop,3.5,3.9,0.228,0.091,25,60k-80k,"Data Science, Investing and Finance"
968,25-34,Male,Suburban,Spanish,Bachelor,9594,420,Mobile + Desktop,2.6,3.8,0.118,0.098,29,100k+,Gaming
969,35-44,Male,Urban,Mandarin,Master,3481,138,Tablet,3.1,1.3,0.142,0.035,106,60k-80k,"DIY Crafts, Fitness and Wellness, Software Engineering, Gourmet Cooking"
970,35-44,Male,Urban,English,Technical,5939,96,Desktop Only,0.7,4.9,0.232,0.026,126,20k-40k,"Investing and Finance, Software Engineering, Data Science, Fitness and Wellness"
971,45-54,Female,Rural,English,Master,2980,339,Mobile Only,3.3,6.0,0.133,0.055,176,40k-60k,"Data Science, Travel and Adventure"
972,55-64,Male,Suburban,Hindi,Bachelor,4987,435,Tablet,3.3,1.8,0.088,0.019,29,20k-40k,"Gourmet Cooking, Fitness and Wellness, DIY Crafts"
973,45-54,Male,Rural,Mandarin,Master,645,445,Tablet,4.5,3.1,0.199,0.003,141,40k-60k,"Fashion Modelling, Reading and Literature, Gardening, Eco-Friendly Living"
974,25-34,Male,Suburban,English,Technical,2027,162,Tablet,2.8,6.5,0.111,0.095,107,20k-40k,"Investing and Finance, Photography, Travel and Adventure, Fashion Modelling"
975,18-24,Female,Urban,Hindi,Technical,4252,191,Tablet,0.8,3.6,0.08,0.093,158,60k-80k,Investing and Finance
976,25-34,Male,Rural,Mandarin,High School,104,134,Desktop Only,1.9,2.7,0.181,0.016,61,0-20k,"Reading and Literature, Music Production"
977,35-44,Male,Rural,Spanish,PhD,5633,76,Mobile + Desktop,3.5,5.7,0.2,0.041,41,40k-60k,Music Production
978,18-24,Female,Urban,Spanish,High School,9654,15,Mobile Only,1.6,2.4,0.198,0.083,20,40k-60k,"Fashion Modelling, Fitness and Wellness, Software Engineering"
979,35-44,Male,Rural,Hindi,Technical,5478,134,Mobile Only,1.8,7.3,0.244,0.066,41,100k+,"Music Production, Pet Care, Fashion Modelling, Digital Marketing"
980,35-44,Female,Suburban,Spanish,Bachelor,6333,323,Tablet,4.2,1.7,0.197,0.039,80,80k-100k,"Travel and Adventure, Gardening"
981,25-34,Female,Suburban,English,Bachelor,2763,335,Tablet,3.1,5.9,0.192,0.074,156,20k-40k,"DIY Crafts, Travel and Adventure, Digital Marketing"
982,45-54,Male,Suburban,Mandarin,High School,9565,62,Desktop Only,2.8,4.5,0.214,0.09,30,40k-60k,"Fashion Modelling, Pet Care, Data Science, Travel and Adventure"
983,18-24,Female,Suburban,English,Technical,3426,75,Tablet,1.9,7.1,0.0,0.093,24,20k-40k,"Reading and Literature, Digital Marketing, Eco-Friendly Living"
984,18-24,Male,Urban,English,Bachelor,3759,323,Mobile Only,3.8,1.9,0.091,0.038,141,100k+,"Gourmet Cooking, Fashion Modelling, Software Engineering, Investing and Finance"
985,45-54,Male,Rural,Spanish,Technical,1231,91,Mobile Only,1.8,5.7,0.184,0.017,107,20k-40k,"Software Engineering, Pet Care, DIY Crafts"
986,35-44,Female,Suburban,English,Bachelor,4863,96,Mobile + Desktop,3.8,5.0,0.15,0.091,33,0-20k,"Pet Care, Gourmet Cooking, Eco-Friendly Living, Music Production"
987,45-54,Male,Urban,Spanish,Technical,6837,11,Mobile + Desktop,0.8,4.4,0.044,0.009,35,80k-100k,"Investing and Finance, Gardening"
988,35-44,Female,Rural,Mandarin,Master,5192,213,Mobile Only,4.4,4.4,0.076,0.072,23,40k-60k,Travel and Adventure
989,25-34,Female,Rural,Mandarin,Technical,6122,159,Mobile Only,2.7,6.1,0.084,0.014,152,0-20k,"Data Science, Investing and Finance, Photography, Eco-Friendly Living"
990,55-64,Female,Urban,English,Technical,3259,302,Desktop Only,2.5,7.6,0.142,0.039,31,80k-100k,"Gardening, Fitness and Wellness, Photography, Music Production"
991,45-54,Female,Urban,Hindi,High School,6259,413,Desktop Only,3.2,1.6,0.208,0.041,98,60k-80k,"Travel and Adventure, Photography, Reading and Literature"
992,45-54,Female,Suburban,Spanish,Master,7418,112,Mobile Only,3.3,1.1,0.233,0.016,89,80k-100k,"Travel and Adventure, Pet Care"
993,25-34,Male,Rural,Spanish,PhD,8545,33,Tablet,1.1,6.6,0.188,0.092,48,20k-40k,Fashion Modelling
994,35-44,Female,Rural,English,High School,5407,377,Mobile + Desktop,3.9,1.8,0.211,0.0,167,60k-80k,"Reading and Literature, Music Production, Fitness and Wellness, Fashion Modelling"
995,25-34,Female,Urban,Spanish,PhD,8620,221,Mobile Only,1.7,7.9,0.118,0.089,117,40k-60k,"Investing and Finance, Fashion Modelling"
996,18-24,Female,Rural,Spanish,Bachelor,3144,74,Tablet,4.6,5.3,0.097,0.088,154,100k+,"Data Science, Fitness and Wellness, Eco-Friendly Living"
997,55-64,Female,Suburban,Hindi,PhD,9712,458,Mobile Only,4.2,5.6,0.098,0.032,78,100k+,Gardening
998,18-24,Male,Rural,Hindi,Technical,5736,218,Mobile + Desktop,2.1,2.4,0.154,0.07,91,100k+,"Investing and Finance, Data Science, Photography, Gourmet Cooking"
999,65+,Male,Urban,English,PhD,2992,260,Mobile + Desktop,4.1,2.7,0.031,0.025,147,60k-80k,"Data Science, Eco-Friendly Living, Gaming, Travel and Adventure"
1000,35-44,Female,Urban,Hindi,High School,5388,394,Desktop Only,2.1,5.6,0.145,0.076,98,40k-60k,"Data Science, DIY Crafts, Gaming"
