Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
363744297012755,Shankar Chaudhary,Shankar Chaudhary,2570,18
107131845787736,गोविंद सिंह डोटासरा,गोविंद सिंह डोटासरा,2568,3
102011569650224,Uni Keychains,Uni Keychains,2565,8
2179254029012775,Sakarni plaster,Sakarni plaster,2562,7
106902725770379,Pardeep Mor,Pardeep Mor,2561,9
251699488029156,RK Singh Patel Banda - Chitrakoot FanClub,SPTM Media,2559,23
108124422097430,Slots of Dreams,These ads ran without a disclaimer,2557,1
743938402322314,Mitendra Darshan Singh,Mitendra Darshan Singh,2556,31
1468520756789178,CPI.M Muvattupuzha Area Committee,CPI.M Muvattupuzha Area Committee,2556,1
757218841064659,Mohali City,Shourya India,2554,2
116458781310492,Abhiram Singh,Abhiram Singh,2554,4
156704364196499,Equanimity accurate enlighten,These ads ran without a disclaimer,2553,1
101538332457134,Mandumula Rajitha Parmeshwar Reddy,Mandumula Rajitha Parmeshwar Reddy,2553,6
1432674106749371,Rajeshwari Ex MLA,Rajeshwari Ex MLA,2552,9
120998100978465,ನಮ್ಮ ವಿಜಯಪುರ KA 28,ನಮ್ಮ ವಿಜಯಪುರ KA 28,2552,10
106412445020988,Samman afroz khan,Samman afroz khan,2551,2
335846976546817,Mandumula Parmeshwar reddy,Mandumula Parmeshwar reddy,2544,6
101146601507279,Chilakam Madhusudhan Reddy,Chilakam Madhusudhan Reddy,2544,5
315013945024371,Keonjhar Loka Sabha Narendra Modi Fan Club,EASY TECHNOLOGIES PVT LTD,2542,7
1296730893678209,Rooparam Saran Bmr,Rooparam Saran Bmr,2542,6
1318355074953864,N1 Live Chandigarh,N1 Live Chandigarh,2542,2
230726476789723,Pushpendra Singh,Pushpendra Singh,2542,1
120522841143296,sallu,sallu,2542,2
104282434528551,Sandeep Lot Narwana,Sandeep Lot Narwana,2542,3
319898354541573,शिवहर माँगे राणा रणजीत,webnexon technologies,2542,1
500135787153994,CREDAI Solapur,CREDAI Solapur,2542,1
2020053984988148,AVN Bajaj,AVN Bajaj,2542,1
322142770976309,Prabhu Jani - BJD,ClickUptel Solutions Pvt Ltd,2542,4
277575868780502,All India Arya Mahasabha,All India Arya Mahasabha,2542,4
103344696150753,Hello Minister,Hello Minister,2542,5
320615588054131,Mukesh Patel,Mukesh Patel,2541,3
240354496456922,भाजपा पाचोरा-भडगाव,भाजपा पाचोरा-भडगाव,2541,3
1219978711499968,Velliyakulam Parameswaran,Velliyakulam Parameswaran,2540,2
358867498308985,Padma Kumar,Padma Kumar,2540,1
104466787749521,Satpal Brahmchari,Satpal Brahmchari,2539,13
108159201571035,अरविन्द जायसवाल,अरविन्द जायसवाल,2536,30
197954634170824,ଭୋଟ ପାଇଁ ବାୟା Page,ଭୋଟ ପାଇଁ ବାୟା Page,2536,2
498483723878209,Sharnabasappa Gowda Darshanapur,Sharnabasappa Gowda Darshanapur,2535,3
172476252772561,Manipal Hospitals,These ads ran without a disclaimer,2533,11
263853863473044,Pranat Tudu,Pranat Tudu,2532,3
116066994881804,Harish Meena INC,Harish Meena INC,2531,6
358531751336884,Sheohar निर्माण,Sheohar निर्माण,2531,8
1620406958222283,Pyala Prasada Rao,Pyala Prasada Rao,2528,10
976915365721673,Anumula Revanth Reddy,Anumula Revanth Reddy,2527,3
219592935294642,Sunit Shukla,Sunit Shukla,2527,2
1629092507416340,Dilpreet Singh DP,Dilpreet Singh DP,2525,30
292608081271309,All India School Cricket Association,All India School Cricket Association,2525,2
252873772298689,Sajan Sadanandan,Sajan Sadanandan,2525,2
104499996090070,नागेश एकनाथ फाटे,नागेश एकनाथ फाटे,2525,18
234683749718846,Bramhdev Yadav Deva,Bramhdev Yadav Deva,2524,2
107473064161103,माता-पिता से निवेदन,माता-पिता से निवेदन,2523,4
104737067661918,Narender Solanki,Narender Solanki,2519,30
759648637431658,Mohitt Goell,Mohitt Goell,2519,17
102712704713113,"34th Ward Corporator, Guntur","34th Ward Corporator, Guntur",2518,26
286452587881054,love_guru_vikram_shastri_ji_21,These ads ran without a disclaimer,2517,1
1543821915902047,Muneer Mir,Muneer Mir,2516,8
128158260377323,Kapil Gupta,Solh Wellness Private Limited,2515,29
100419273097954,Lekha Jokha Maharashtracha - लेखा जोखा महाराष्ट्राचा,महा बिघाडी -  Maha Bighadi,2515,2
685080418508716,Mohd.AsifZaki,Mohd.AsifZaki,2511,4
109719798878597,Telugu Desam Party: Puthalapattu,Telugu Desam Party: Puthalapattu,2510,6
229400873598514,"जल संसाधन विभाग, राजस्थान सरकार","जल संसाधन विभाग, राजस्थान सरकार",2509,1
112291655141502,Arpit Das Ji Maharaj,Arpit Das Ji Maharaj,2508,72
114963975024983,BJP Madha Vidhansabha,BJP Madha Vidhansabha,2508,1
189228190933341,Radha Mohan Singh Office,Radha Mohan Singh Office,2506,1
555334774843269,Monika Meena Mrs India Worldwide popular 2018,Monika Meena Mrs India Worldwide popular 2018,2500,1
142154439693756,Team Harender Singhal - THS,Team Harender Singhal - THS,2500,1
305084469985176,AIS Windows,These ads ran without a disclaimer,2500,1
2071500593122931,Naveen Nischal,Naveen Nischal,2500,2
291983964003524,Danam Nagender,Rastra,2500,10
112677271695725,Robin Kumar Sampla,Robin Kumar Sampla,2500,1
261110263758147,नगरसेवक राजदादा तापकीर,EES WEB,2500,5
109019062028670,Debasish Panigrahi,Debasish Panigrahi,2500,1
203409619533488,Selfy Lingualigner,Selfy Lingualigner,2500,1
255871874283315,Dr. Menka Devi Singh Fans,Dr Menka Devi Singh,2500,2
101600652501172,Swati Vira Mahajan,Swati Vira Mahajan,2500,8
383666785036129,Thopudurthi Prakash Reddy Charitable Trust,Thopudurthi Prakash Reddy Charitable Trust,2500,2
227318717131924,Praveen Khandelwal,These ads ran without a disclaimer,2500,1
104650345077917,Pratibha Singh,Pratibha Singh,2500,1
113804284130840,Ankur Sangwan,Ankur Sangwan,2499,11
104219872766218,Telugu Desam Party: Sattenapalle,Telugu Desam Party,2495,9
1419160671636543,Ramniwas Bansal,Ramniwas Bansal,2495,4
231795713351156,Roopstah Rhymes,Roopstah Rhymes,2494,2
214419561752242,Parikshit Abhimanyu Pawar,Parikshit Abhimanyu Pawar,2490,9
144537242083417,My Bhubaneswar,My Bhubaneswar,2489,34
682505815265025,"மாதவரம் எஸ் சுதர்சனம், MLA","மாதவரம் எஸ் சுதர்சனம், MLA",2484,2
264375240097639,Lucknow Savera,HHN SERVICES PRIVARE LIMITED,2482,1
294842217043776,TejasviSurya Fanpage,Rea Digitals,2482,4
414184052422841,R P Abhilash,R P Abhilash,2481,1
2118803388399006,Click2Public Technologies OPC Private Limited,Click2Public Technologies OPC Pvt. Ltd.,2478,3
826081974194134,Girish Khatri,Virtual Media,2478,11
110822130490378,Abhijeet Singh Sanga,Abhijeet Singh Sanga,2476,10
351226465361708,Lokmat Nashik,Lokmat Nashik,2475,2
111342664326727,BJP Sikkim - Mahila Morcha,BJP Sikkim - Mahila Morcha,2475,5
1320211594783767,Dr.Uma Shankar,Dr.Uma Shankar,2474,1
273521873525142,Apna Bihar,Real Social,2474,3
221312634398873,Shashank Singh Arya,Shashank Singh Arya,2474,17
1035176263243187,Rahul Bachcha,Rahul Bachcha,2474,3
228067387858513,89.6 FM SIKAR,89.6 FM SIKAR,2472,4
104113911400216,Narendra Jichkar,Narendra Jichkar,2471,32
476623509093274,Rajesh Naik U,Rajesh Naik U,2470,20
396328144517888,We Support Dushyant Singh,We Support Dushyant Singh,2470,11
982744741880268,Bollisetti Srinivas,Bollisetti Srinivas,2469,7
274625602685907,Nayab Saini,Nayab Saini,2468,4
929593490414174,Abhishek Mahananda,Abhishek Mahananda,2466,13
640043279493833,Neeraj Singh,Neeraj Singh,2466,4
413773772060597,Pritam J Mhatre,Pritam J Mhatre,2465,31
100601291975066,𝐁𝐡𝐢𝐦𝐫𝐚𝐨 𝐒𝐚𝐭𝐡𝐞 - भिमराव साठे,𝐁𝐡𝐢𝐦𝐫𝐚𝐨 𝐒𝐚𝐭𝐡𝐞 - भिमराव साठे,2463,21
122743527476820,Gurbaj Singh,Gurbaj Singh,2463,13
101167074826407,Sagar Namdev Alhat,Sagar Namdev Alhat,2462,19
249890832100392,Jai Krishan Singh Rouri,Jai Krishan Singh Rouri,2461,7
100263475893177,Parimalsinh Rana,Parimalsinh Rana,2458,32
1384583385104777,Ganni veeranjaneyulu,Ganni veeranjaneyulu,2458,1
290189297516401,Akhila Akhila,Celebdigital,2456,5
100536961671356,Apurba Sarkar David,Apurba Sarkar David,2455,27
1374690562667769,MLC Dr. NK Yadav,MLC Dr. NK Yadav,2454,7
568675259997108,City Headlines,City Headlines,2453,36
131168429881959,Kashiram Vechan Pawara,Kashiram Vechan Pawara,2453,10
427573144487884,शेतकऱ्यांचा योध्दा,These ads ran without a disclaimer,2452,1
110613061629801,Ufos World,Ufos World,2450,2
1881078388872462,Debraj Chakraborty,Debraj Chakraborty,2449,3
1533790083377882,Dulal Chandra Goswami,Lemon Dot Media Private Limited,2449,12
103494488916805,Daud Ahmad,Daud Ahmad,2448,2
342650006594516,Jayant Atbhaiya,Jayant Atbhaiya,2446,6
288716114316500,Palaparthi Vijesh Raj,Palaparthi Vijesh Raj,2441,6
249038464940947,voicecracy,voicecracy,2441,3
666824150104679,Jagga Majithia,Jagga Majithia,2441,7
105700497918841,The Social Media Mall,Himanshu Goel,2440,6
265988586597414,चर्चा- जयपुर ग्रामीण री,चर्चा- जयपुर ग्रामीण री,2440,29
187094708869325,Nur Aidah Febriyani,These ads ran without a disclaimer,2440,3
467390996722804,Manvendra Singh,Manvendra Singh,2439,2
1493310277572699,Ujjwal Deepak,Ujjwal Deepak,2438,2
113607803769884,Nattasha Sharrma,Nattasha Sharrma,2434,26
293649643837258,Voiceofyouthmentadaysrcp,Starlight Media Solutoins,2434,4
104248908123393,অসম জাতীয় পৰিষদ ডিব্ৰুগড়,অসম জাতীয় পৰিষদ ডিব্ৰুগড়,2433,18
115311321419327,Sreekanth Reddy Mylam,Sreekanth Reddy Mylam,2430,2
1230133853786596,BJP Dhenkanal,BJP Dhenkanal,2430,2
105432292373520,पोल खोल-हल्ला बोल,पोल खोल-हल्ला बोल,2430,13
119247284503295,Channel 1 India,Channel 1 India,2429,9
989090571278347,Suraj Kero,Suraj Kero,2428,32
263901690694136,Akshay Sharma,Akshay Sharma,2428,8
137699366099162,Manoj Shukl,Manoj Shukl,2427,3
100508012610446,Bubu Sinha Biju Janata Dal,Bubu Sinha Biju Janata Dal,2425,15
235384066317163,Mahesh Kumar Dhaka,Mahesh Kumar Dhaka,2425,38
109253634221142,Dr Abhishek  Ramadhin,Dr Abhishek  Ramadhin,2423,1
105924942047653,We Support BJP,We Support BJP,2423,2
109458101961746,Bikram Panda,Bikram Panda,2423,11
1458730737539532,ज़िद्दी सोच,Bharat Matters,2421,8
101500512472302,Sumita Poddar Gupta,Sumita Poddar Gupta,2419,5
719456094734999,Ramesh Agrahari,Ramesh Agrahari,2415,106
104246728327527,Neelam,Neelam,2415,13
121111457596478,AF Creations,AF Creations,2415,3
199228143283537,Poonambenmpjamnagar,Ed Meta,2414,14
1435084436764136,Narendra singh Rajput Khader,Narendra singh Rajput Khader,2414,15
109091182020128,Ali Mehar,Ali Mehar,2413,8
150981998087598,Sameer Mhatre - समीर म्हात्रे,Sameer Mhatre - समीर म्हात्रे,2409,9
110308551924662,Mayank Bairwa,Mayank Bairwa,2409,13
106483047872955,Rohtak Aaj Kal,नवलगढ़ की जनता,2406,3
104963098336416,Dewa gupta,Dewa gupta,2406,8
104756049374051,Nagar Badaltay,Nagar Badaltay,2404,14
292602800594788,Siva Prasad Reddy Rachamallu,Scroll Ahead Private Limited,2403,6
122093295056017465,Nandita Das,Nandita Das,2402,9
233359273185660,Gaurav Yadav,Help Together Group,2401,30
311040695975716,Sant Atulanand Residential Academy,Promotion Paradise Pvt Ltd,2400,4
840734775966145,Shubham Shrivastava,Shubham Shrivastava,2400,3
1448122458668310,Urban Marketo,Urban Marketo,2400,8
1412426919080109,Vikas P,Vikas P,2400,1
383138135079723,"Chief Electoral Officer, Andhra Pradesh","Chief Electoral Officer, Andhra Pradesh",2400,5
2591162634234425,Morena Sheopur Ki Awaz मुरैना- श्योपुर की आवाज,Morena Sheopur Ki Awaz मुरैना- श्योपुर की आवाज,2399,18
1945769229031542,Koppula Eshwar,Koppula Eshwar,2396,6
150540858664197,Virender Babbar,Virender Babbar,2396,1
246918948495109,Samwell AI,These ads ran without a disclaimer,2394,1
100871458657989,Congress it cell & social media Pandhurna,Congress it cell & social media Pandhurna,2392,1
258950753966337,ನಿಮ್ಮ ದಿವಾಕರಗೌಡ್ರು ಅರಕಲಗೂಡು ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ,Divakargowda C D,2392,5
158872827300621,Jeewan Yadav,Jeewan Yadav,2389,9
774085386059198,Voice Of Healthcare,Voice Of Healthcare,2389,10
700171774147955,Aakash Zaildar,Aakash Zaildar,2389,23
163921374409606,Sampad Swain,Sampad Swain,2389,2
237117969488666,Gajender Kumar Saluja,Sa Info Technologies,2389,34
113899910038581,ମୀନା ଅପା ଫ୍ୟାନ୍ କ୍ଲବ୍,ମୀନା ଅପା ଫ୍ୟାନ୍ କ୍ଲବ୍,2387,4
327756827078720,I Support Mukesh Sharma,GST Marketing,2383,6
272915239228158,SunBurn Studios,SunBurn Studios,2383,1
103214806205483,Sanjeev Thakur,Sanjeev Thakur,2382,18
123773707482896,Clarus Lifestyle Jewellery,These ads ran without a disclaimer,2380,5
637039823435097,The Politics,The Politics,2379,8
706699362695134,Haryana ki goonj,SMMPackage Private Limited Company,2377,12
233637563163247,Naara Prathap Reddy ನಾರಾ ಪ್ರತಾಪ್ ರೆಡ್ಡಿ,Naara Prathap Reddy ನಾರಾ ಪ್ರತಾಪ್ ರೆಡ್ಡಿ,2376,3
104871091579096,Congress it cell & social media Sausar,Congress it cell & social media Sausar,2374,1
286385214770352,Hindu Sena,Hindu Sena,2373,3
157343730797608,Hari Bhooshan K,Hari Bhooshan K,2373,5
107461539098144,Hasib Ul Hasan,Hasib Ul Hasan,2372,12
1119735758071034,Radheshyam Singh BJP,Radheshyam Singh BJP,2372,4
208672305659708,DR. HIREMATH FOUNDATION,DR. HIREMATH FOUNDATION,2370,1
1181673091847765,Dadra & Nagar Haveli and Daman & Diu Tourism,Adglobal360 India Pvt. Ltd. - Jaipur,2369,2
865561586896058,Sushil Singh,Sushil Singh,2368,39
102790306079680,Khabar Bharat,Khabar Bharat,2367,6
1253919801301074,Kalyan Singh,Kalyan Singh,2366,2
121082725956572,Dr. Sandip Bharude Heart Mission,These ads ran without a disclaimer,2365,1
1335725223235418,Bhupendra Singh Badoli,DELHI PUBLIC SCHOOL,2363,13
366773843398210,The Marathi  Patil,The Marathi  Patil,2363,24
1261163233985759,Voice Of Karaikudi,Voice Of Karaikudi,2362,7
100483743076254,Ashutosh Shankar Singh,Ashutosh Shankar Singh,2362,2
114828056945111,Sushil Kumar Hodal Bjp,Sushil Kumar Hodal Bjp,2362,3
215848228272893,Bhaidas I. Nagarale,Bhaidas I. Nagarale,2361,9
108139618864516,Piyush Mishra,Piyush Mishra,2361,5
105824457802200,The Khabarsaar,The Khabarsaar,2359,5
1072103609468922,F3 News,F3 News,2357,21
208400999017137,Ramdas Masram,Ramdas Masram,2356,2
481872908883851,Bharat pal,Bharat pal,2353,3
308479265679028,KSNS Raju Ummadi Abyardhi,HigherIT,2352,6
149749244898180,Sikkim Aawaz,Sikkim Aawaz,2351,9
431701280337065,Shivaji Dandge Patil,Shivaji Dandge Patil,2350,9
330548900135717,Troll Chandighar,leadmagnet,2349,1
143953389570133,Suneel kumar Bablu Yadav,Suneel kumar Bablu Yadav,2349,3
826947230992434,Freedom Firm,Freedom Firm,2348,8
1423768791189124,Yashpal Batra,Yashpal Batra,2348,10
214143270624583,Adesh Chaudhary,Adesh Chaudhary,2347,10
391277257627573,Ajay Bhatt,Ajay Bhatt,2346,8
106513368217532,Kento Jini,Kento Jini,2343,2
1342620295754606,Yashpal Singh Gurjar,Websikar Technologies Pvt. Ltd.,2341,4
159342237273068,Creativ Ad Agency,Creativ Ad Agency,2338,4
563973650357893,Amin Kagzi,Amin Kagzi,2336,79
1797504590527714,Subodh Singh Aligarh,Subodh Singh Aligarh,2334,18
649283139048467,Kishor Das,These ads ran without a disclaimer,2334,1
183595501836208,Manobhav Tripathi,Manobhav Tripathi,2332,17
158714780827513,UNFPA,These ads ran without a disclaimer,2330,1
114575350669010,Ludhiana PLUS,Ludhiana PLUS,2330,86
106706595308445,Tashi Gyalson,Tashi Gyalson,2329,7
279945501871699,Arvind Sen Yadav,ANUMAN SOFTECH PRIVATE LIMITED,2326,4
327446997758343,गावरानं तडका,गावरानं तडका,2325,13
138789982652071,Kiranjeet Kaur,Socializar,2325,6
100815988896066,ऊना हलचल,ऊना हलचल,2325,10
120585934317301,Office Of Himanshu Jain,Suryanetram,2324,3
212290101968382,Jayachandran S,Jayachandran S,2321,27
142159385641688,Narendra Kumar Deepak,Narendra Kumar Deepak,2320,21
107909062105158,Kanta Chautala,Kanta Chautala,2318,4
201590887059265,Durgacharan Mishra,Lemon Dot Media Private Limited,2315,1
259496153903637,Mahant Rajendra Puri,Mahant Rajendra Puri,2312,15
111330903861434,Support Bharat Basnett For MP,Citizen Action Party-Sikkim,2310,2
420807738013158,Kunal Choudhary,Kunal Choudhary,2307,3
1753510778289435,Mind Speaks,Mind Speaks,2306,7
102629769295273,Rahul Dongle,Rahul Dongle,2304,1
107764700846449,Bhola Dey,Bhola Dey,2303,42
205767612627670,ತ್ವರಿತ ಸಾಲ,These ads ran without a disclaimer,2302,1
283160581797691,Narendra Modi for PM,Modi For PM Organisation,2301,2
120232667676968,Viplesh Ghai,Viplesh Ghai,2300,6
1127488007263657,विकासासोबत तरुणाई,विकासासोबत तरुणाई,2300,15
1643093292576953,अर्चना घारे - Archana Ghare,अर्चना घारे - Archana Ghare,2299,5
109279821825071,Faridabaat,Faridabaat,2299,8
1438724319681116,DK Shivakumar,DK Shivakumar,2297,4
103495822523586,Dr V Muthuraja MLA,Dr V Muthuraja MLA,2296,25
104299881616414,Rohtak Ki Aawaz Newspaper - रोहतक की आवाज,Rohtak Ki Aawaz Newspaper - रोहतक की आवाज,2295,20
